x,y
0.5411764705882353,4.26
0.6764705882352942,3.9299999999999997
0.6764705882352942,3.96
1.3647058823529412,3.21
1.3705882352941177,3.21
1.3352941176470587,3.21
1.3352941176470587,3.2399999999999998
1.3294117647058823,3.27
1.3294117647058823,3.3
1.3235294117647058,3.33
1.3235294117647058,3.3899999999999997
1.3176470588235294,3.42
1.3176470588235294,3.45
1.311764705882353,3.48
1.311764705882353,3.51
1.3058823529411765,3.54
1.3058823529411765,3.57
1.3,3.5999999999999996
1.3,3.63
1.2470588235294118,3.9
1.2411764705882353,3.9
1.223529411764706,3.9899999999999998
1.2176470588235293,3.9899999999999998
1.2117647058823529,4.02
1.2058823529411764,4.02
1.2,4.05
1.1941176470588235,4.05
1.188235294117647,4.08
1.1764705882352942,4.08
1.1705882352941177,4.109999999999999
1.1588235294117646,4.109999999999999
1.1529411764705881,4.14
1.1411764705882352,4.14
1.1352941176470588,4.17
1.1058823529411765,4.17
1.1,4.199999999999999
1.076470588235294,4.199999999999999
1.0705882352941176,4.2299999999999995
1.0352941176470587,4.2299999999999995
1.0294117647058822,4.26
0.9647058823529412,4.26
0.9588235294117647,4.29
0.9,4.29
0.8941176470588235,4.32
0.6294117647058823,4.32
0.6235294117647059,4.35
0.5235294117647059,4.35
0.5176470588235293,4.32
0.5,4.32
0.49411764705882355,4.35
0.48823529411764705,4.35
0.4823529411764706,4.38
0.4588235294117647,4.38
0.45294117647058824,4.41
0.4235294117647059,4.41
0.4176470588235294,4.4399999999999995
0.3529411764705882,4.4399999999999995
0.34705882352941175,4.47
0.29411764705882354,4.47
0.28823529411764703,4.5
0.2588235294117647,4.5
0.2529411764705882,4.529999999999999
0.21764705882352942,4.529999999999999
0.21176470588235294,4.5600000000000005
0.2,4.5600000000000005
0.19411764705882353,4.59
0.18235294117647058,4.59
0.1764705882352941,4.619999999999999
0.16470588235294117,4.619999999999999
0.1588235294117647,4.65
0.15294117647058825,4.65
0.14705882352941177,4.68
0.1411764705882353,4.68
0.13529411764705881,4.71
0.12941176470588234,4.71
0.12352941176470589,4.74
0.11764705882352941,4.74
0.10588235294117647,4.8
0.1,4.8
0.08235294117647059,4.89
0.07647058823529412,4.89
0.07647058823529412,4.92
0.07058823529411765,4.949999999999999
0.06470588235294117,4.949999999999999
0.047058823529411764,5.039999999999999
0.047058823529411764,5.07
0.029411764705882353,5.16
0.029411764705882353,5.1899999999999995
0.023529411764705882,5.22
0.023529411764705882,5.34
0.01764705882352941,5.369999999999999
0.01764705882352941,5.49
0.011764705882352941,5.52
0.011764705882352941,5.76
0.0058823529411764705,5.789999999999999
0.0058823529411764705,6.0
0.0,6.029999999999999
0.0,7.5
0.0,6.959999999999999
0.0058823529411764705,6.93
0.0,6.9
0.0,6.48
0.0058823529411764705,6.449999999999999
0.0058823529411764705,5.789999999999999
0.011764705882352941,5.76
0.011764705882352941,5.55
0.01764705882352941,5.52
0.01764705882352941,5.43
0.023529411764705882,5.4
0.023529411764705882,5.279999999999999
0.029411764705882353,5.25
0.029411764705882353,5.1899999999999995
0.03529411764705882,5.16
0.03529411764705882,5.13
0.08823529411764705,4.859999999999999
0.09411764705882353,4.859999999999999
0.10588235294117647,4.8
0.11176470588235293,4.8
0.12352941176470589,4.74
0.13529411764705881,4.74
0.14705882352941177,4.68
0.15294117647058825,4.68
0.1588235294117647,4.65
0.1764705882352941,4.65
0.18823529411764706,4.59
0.2,4.59
0.20588235294117646,4.5600000000000005
0.23529411764705882,4.5600000000000005
0.2411764705882353,4.529999999999999
0.2823529411764706,4.529999999999999
0.28823529411764703,4.5
0.3176470588235294,4.5
0.3235294117647059,4.47
0.38235294117647056,4.47
0.38823529411764707,4.4399999999999995
0.4176470588235294,4.4399999999999995
0.4235294117647059,4.41
0.49411764705882355,4.41
0.5,4.38
0.6235294117647059,4.38
0.6294117647058823,4.35
0.7764705882352941,4.35
0.7823529411764706,4.32
0.9,4.32
0.9058823529411765,4.29
0.9411764705882353,4.29
0.9470588235294117,4.32
0.9529411764705882,4.29
0.9941176470588236,4.29
1.0,4.26
1.0352941176470587,4.26
1.0411764705882354,4.2299999999999995
1.0823529411764705,4.2299999999999995
1.088235294117647,4.199999999999999
1.1176470588235294,4.199999999999999
1.1235294117647059,4.17
1.1352941176470588,4.17
1.1411764705882352,4.14
1.1529411764705881,4.14
1.1588235294117646,4.109999999999999
1.1823529411764706,4.109999999999999
1.188235294117647,4.08
1.1941176470588235,4.08
1.2,4.05
1.2058823529411764,4.05
1.2117647058823529,4.02
1.2176470588235293,4.02
1.223529411764706,3.9899999999999998
1.2294117647058824,3.9899999999999998
1.2470588235294118,3.9
1.2529411764705882,3.9
1.2647058823529411,3.84
1.2647058823529411,3.8099999999999996
1.276470588235294,3.75
1.2823529411764705,3.75
1.2823529411764705,3.7199999999999998
1.3058823529411765,3.5999999999999996
1.3058823529411765,3.57
1.311764705882353,3.54
1.311764705882353,3.51
1.3176470588235294,3.48
1.3176470588235294,3.42
1.3235294117647058,3.3899999999999997
1.3235294117647058,3.36
1.3294117647058823,3.33
1.3294117647058823,3.3
1.3352941176470587,3.27
1.3352941176470587,3.2399999999999998
1.3411764705882352,3.21
1.3470588235294116,3.21
