V,C,Ah
3.1638888888888888,1,3.5217391304347827
3.1638888888888888,1,3.5478260869565217
3.1638888888888888,1,3.573913043478261
3.1638888888888888,1,3.6
3.1638888888888888,1,3.6260869565217386
3.1638888888888888,1,3.652173913043478
3.1638888888888888,1,3.678260869565217
3.1638888888888888,1,3.7043478260869565
3.1638888888888888,1,3.7304347826086954
3.161111111111111,1,3.7565217391304344
3.161111111111111,1,3.782608695652174
3.161111111111111,1,3.808695652173913
3.161111111111111,1,3.8347826086956522
3.161111111111111,1,3.860869565217391
3.161111111111111,1,3.88695652173913
3.158333333333333,1,3.9130434782608696
3.1555555555555554,1,3.9391304347826086
3.1555555555555554,1,3.965217391304348
3.1555555555555554,1,3.991304347826087
3.1555555555555554,1,4.017391304347826
3.1555555555555554,1,4.043478260869565
3.1527777777777777,1,4.069565217391304
3.15,1,4.095652173913043
3.15,1,4.121739130434783
3.15,1,4.147826086956521
3.1444444444444444,1,4.173913043478261
3.1444444444444444,1,4.2
3.1444444444444444,1,4.22608695652174
3.1416666666666666,1,4.252173913043478
3.1416666666666666,1,4.278260869565217
3.1416666666666666,1,4.304347826086956
3.138888888888889,1,4.3304347826086955
3.138888888888889,1,4.356521739130435
3.138888888888889,1,4.3826086956521735
3.136111111111111,1,4.408695652173913
3.1333333333333333,1,4.434782608695652
3.1333333333333333,1,4.460869565217391
3.1305555555555555,1,4.48695652173913
3.1305555555555555,1,4.51304347826087
3.1305555555555555,1,4.539130434782608
3.1277777777777778,1,4.565217391304348
3.125,1,4.591304347826087
3.1222222222222222,1,4.6173913043478265
3.1222222222222222,1,4.643478260869565
3.1222222222222222,1,4.669565217391304
3.113888888888889,1,4.695652173913044
3.113888888888889,1,4.721739130434782
3.111111111111111,1,4.747826086956522
3.1083333333333334,1,4.77391304347826
3.1055555555555556,1,4.8
3.1055555555555556,1,4.826086956521739
3.1,1,4.852173913043478
3.0972222222222223,1,4.878260869565217
3.094444444444444,1,4.904347826086957
3.091666666666667,1,4.930434782608695
3.0888888888888886,1,4.956521739130435
3.0861111111111112,1,4.982608695652174
3.083333333333333,1,5.0086956521739125
3.0805555555555557,1,5.034782608695652
3.0777777777777775,1,5.0608695652173905
3.075,1,5.086956521739131
3.072222222222222,1,5.113043478260869
3.0694444444444446,1,5.139130434782608
3.063888888888889,1,5.165217391304347
3.061111111111111,1,5.191304347826087
3.0555555555555554,1,5.217391304347826
3.0527777777777776,1,5.243478260869565
3.05,1,5.269565217391304
3.0444444444444443,1,5.2956521739130435
3.0416666666666665,1,5.321739130434782
3.036111111111111,1,5.3478260869565215
3.033333333333333,1,5.373913043478261
3.0277777777777777,1,5.3999999999999995
3.022222222222222,1,5.426086956521739
3.0166666666666666,1,5.452173913043478
3.011111111111111,1,5.478260869565218
3.0083333333333333,1,5.504347826086956
3.0027777777777778,1,5.530434782608695
2.9916666666666667,1,5.556521739130434
2.986111111111111,1,5.5826086956521745
2.9805555555555556,1,5.608695652173913
2.975,1,5.634782608695652
2.9638888888888886,1,5.660869565217391
2.9555555555555557,1,5.68695652173913
2.95,1,5.71304347826087
2.9444444444444446,1,5.739130434782608
2.936111111111111,1,5.765217391304348
2.922222222222222,1,5.791304347826086
2.911111111111111,1,5.817391304347825
2.9027777777777777,1,5.843478260869565
2.888888888888889,1,5.869565217391305
2.875,1,5.895652173913043
2.852777777777778,1,5.921739130434782
2.8277777777777775,1,5.947826086956521
2.7981483333333332,1,5.9739130434782615
2.75,1,6.0
2.716666666666667,1,6.0260869565217385
