1	174.118
2	164.333
3	161
4	159.5
5	157.5
6	156
7	155.5
8	153.5
9	152.5
10	152.5
11	151.5
12	151.5
13	150.5
14	150
15	150
16	149
17	148.5
18	148.5
19	148
20	147.5
21	147
22	147
23	147
24	147
25	146
26	146
27	145
28	145.5
29	145.5
30	145
31	144.5
32	144.5
33	144.5
34	144.5
35	144
36	144
37	144
38	144
39	143.5
40	143.5
41	143.5
42	143.5
43	143.5
44	142.5
45	142.5
46	142.5
47	142.5
48	142.5
49	142.5
50	142.5
51	142
52	142
53	142
54	142
55	142
56	142
57	142
58	142
59	142
60	142
61	141
62	141
63	141
64	141
65	141
66	141
67	141
68	141
69	141
70	141
71	141
72	140
73	140
74	140
75	140
76	140
77	140
78	140
79	140
80	140
81	140
82	140
83	140
84	139.5
85	139.5
86	139.5
87	139.5
88	139.5
89	139.5
90	139.5
91	139.5
92	139.5
93	139.5
94	139.5
95	139.5
96	139
97	138.5
98	138.5
99	138.5
100	138.5
101	138.5
102	138.5
103	138.5
104	138.5
105	138.5
106	138.5
107	138.5
108	138.5
109	138.5
110	138.5
111	138.5
112	138.5
113	138.5
114	138
115	138
116	138
117	138
118	138
119	138
120	138
121	138
122	138
123	138
124	138
125	138
126	138
127	138
128	138
129	138
130	138
131	138
132	138
133	138
134	137.5
135	137.5
136	137.5
137	137.5
138	137.5
139	137.5
140	137.5
141	137.5
142	137.5
143	137.5
144	137
145	137
146	137
147	137
148	137
149	137
150	136.5
151	136
152	136
153	136
154	136
155	136
156	135.5
157	135
158	135
159	135
160	134
161	134
162	134
163	133.5
164	133.5
165	133.5
166	133
167	133
168	133
169	132.5
170	132
171	132
172	131.5
173	131.5
174	131.5
175	131
176	130.5
177	130
178	130
179	130
180	128.5
181	128.5
182	128
183	127.5
184	127
185	127
186	126
187	125.5
188	125
189	124.5
190	124
191	123.5
192	123
193	122.5
194	122
195	121.5
196	121
197	120.5
198	119.5
199	119
200	118
201	117.5
202	117
203	116
204	115.5
205	114.5
206	114
207	113
208	112
209	111
210	110
211	109.5
212	108.5
213	106.5
214	105.5
215	104.5
216	103.5
217	101.5
218	100
219	99
220	98
221	96.5
222	94
223	92
224	90.5
225	88
226	85.5
227	81.5
228	77
229	71.6667
230	63
231	57
