x,y
1.3470588235294116,3.2399999999999998
1.3470588235294116,3.78
1.3411764705882352,3.8099999999999996
1.3411764705882352,3.9899999999999998
1.3352941176470587,4.02
1.3352941176470587,4.08
1.3294117647058823,4.109999999999999
1.3294117647058823,4.199999999999999
1.3235294117647058,4.2299999999999995
1.3235294117647058,4.26
1.2823529411764705,4.47
1.2705882352941176,4.47
1.2647058823529411,4.5
1.2588235294117647,4.5
1.2529411764705882,4.529999999999999
1.2411764705882353,4.529999999999999
1.2294117647058824,4.59
1.2176470588235293,4.59
1.2117647058823529,4.619999999999999
1.1764705882352942,4.619999999999999
1.1705882352941177,4.65
0.9882352941176471,4.65
0.9823529411764705,4.68
0.5941176470588235,4.68
0.5882352941176471,4.71
0.5117647058823529,4.71
0.5058823529411764,4.74
0.49411764705882355,4.74
0.48823529411764705,4.77
0.44705882352941173,4.77
0.4411764705882353,4.8
0.40588235294117647,4.8
0.4,4.83
0.38823529411764707,4.83
0.38235294117647056,4.859999999999999
0.37058823529411766,4.859999999999999
0.36470588235294116,4.89
0.3411764705882353,4.89
0.3352941176470588,4.92
0.3,4.92
0.29411764705882354,4.949999999999999
0.27058823529411763,4.949999999999999
0.2647058823529412,4.98
0.23529411764705882,4.98
0.22941176470588234,5.01
0.21764705882352942,5.01
0.21176470588235294,5.039999999999999
0.20588235294117646,5.039999999999999
0.2,5.07
0.18235294117647058,5.07
0.1764705882352941,5.1
0.16470588235294117,5.1
0.1588235294117647,5.13
0.15294117647058825,5.13
0.14705882352941177,5.16
0.1411764705882353,5.16
0.12352941176470589,5.25
0.11764705882352941,5.25
0.09411764705882353,5.369999999999999
0.09411764705882353,5.4
0.08235294117647059,5.46
0.08235294117647059,5.49
0.07647058823529412,5.52
0.07647058823529412,5.55
0.06470588235294117,5.609999999999999
0.06470588235294117,5.64
0.058823529411764705,5.67
0.058823529411764705,5.73
0.052941176470588235,5.76
0.052941176470588235,5.82
0.047058823529411764,5.85
0.047058823529411764,5.91
0.041176470588235294,5.9399999999999995
0.041176470588235294,6.0
0.03529411764705882,6.029999999999999
0.03529411764705882,6.09
0.029411764705882353,6.119999999999999
0.029411764705882353,6.24
0.023529411764705882,6.27
0.023529411764705882,6.33
0.01764705882352941,6.359999999999999
0.023529411764705882,6.39
0.023529411764705882,6.449999999999999
0.01764705882352941,6.48
0.01764705882352941,6.75
0.011764705882352941,6.779999999999999
0.011764705882352941,7.35
0.0058823529411764705,7.379999999999999
0.0058823529411764705,7.5
0.0058823529411764705,7.379999999999999
0.011764705882352941,7.35
0.011764705882352941,6.959999999999999
0.01764705882352941,6.93
0.011764705882352941,6.9
0.011764705882352941,6.8100000000000005
0.01764705882352941,6.779999999999999
0.01764705882352941,6.6
0.023529411764705882,6.57
0.023529411764705882,6.359999999999999
0.029411764705882353,6.33
0.029411764705882353,6.119999999999999
0.03529411764705882,6.09
0.03529411764705882,6.06
0.041176470588235294,6.029999999999999
0.041176470588235294,5.97
0.047058823529411764,5.9399999999999995
0.047058823529411764,5.88
0.052941176470588235,5.85
0.052941176470588235,5.82
0.058823529411764705,5.789999999999999
0.058823529411764705,5.699999999999999
0.06470588235294117,5.67
0.06470588235294117,5.64
0.07647058823529412,5.58
0.07647058823529412,5.55
0.08235294117647059,5.52
0.08235294117647059,5.49
0.09411764705882353,5.43
0.09411764705882353,5.4
0.12352941176470589,5.25
0.12941176470588234,5.25
0.1411764705882353,5.1899999999999995
0.14705882352941177,5.1899999999999995
0.1588235294117647,5.13
0.17058823529411765,5.13
0.1764705882352941,5.1
0.18823529411764706,5.1
0.19411764705882353,5.07
0.20588235294117646,5.07
0.21176470588235294,5.039999999999999
0.21764705882352942,5.039999999999999
0.22352941176470587,5.01
0.24705882352941178,5.01
0.2529411764705882,4.98
0.28823529411764703,4.98
0.29411764705882354,4.949999999999999
0.31176470588235294,4.949999999999999
0.3176470588235294,4.92
0.34705882352941175,4.92
0.3529411764705882,4.89
0.37058823529411766,4.89
0.3764705882352941,4.859999999999999
0.3941176470588235,4.859999999999999
0.4,4.83
0.43529411764705883,4.83
0.4411764705882353,4.8
0.4588235294117647,4.8
0.4647058823529412,4.77
0.49411764705882355,4.77
0.5,4.74
0.5411764705882353,4.74
0.5470588235294117,4.71
0.5941176470588235,4.71
0.6,4.68
0.6705882352941176,4.68
0.6764705882352942,4.71
0.6823529411764706,4.68
0.8058823529411765,4.68
0.8117647058823529,4.71
0.8176470588235294,4.71
0.8235294117647058,4.68
0.9411764705882353,4.68
0.9470588235294117,4.71
0.9529411764705882,4.68
1.1470588235294117,4.68
1.1529411764705881,4.65
1.1941176470588235,4.65
1.2,4.619999999999999
1.2176470588235293,4.619999999999999
1.223529411764706,4.59
1.2294117647058824,4.59
1.2352941176470589,4.5600000000000005
1.2470588235294118,4.5600000000000005
1.2529411764705882,4.529999999999999
1.2647058823529411,4.529999999999999
1.2705882352941176,4.5
1.276470588235294,4.5
1.2882352941176471,4.4399999999999995
1.2941176470588236,4.4399999999999995
1.3176470588235294,4.32
1.3176470588235294,4.29
1.3235294117647058,4.26
1.3235294117647058,4.2299999999999995
1.3294117647058823,4.199999999999999
1.3294117647058823,4.17
1.3352941176470587,4.14
1.3352941176470587,4.08
1.3411764705882352,4.05
1.3411764705882352,3.84
1.3470588235294116,3.8099999999999996
1.3470588235294116,3.5999999999999996
1.3529411764705883,3.57
1.3529411764705883,3.54
1.3470588235294116,3.51
1.3529411764705883,3.48
1.3529411764705883,3.3
1.3470588235294116,3.27
