0	93
1	114.667
2	106.545
3	121.556
4	129.273
5	136
6	140.5
7	144
8	148
9	150
10	153
11	155.5
12	157.5
13	159
14	161
15	162
16	164
17	165.5
18	166.5
19	167.5
20	169
21	169
22	169.5
23	171.5
24	171.5
25	171.5
26	172.5
27	173
28	173.5
29	173.5
30	174.5
31	174.5
32	174.5
33	175
34	175.5
35	175.5
37	176.5
38	177
39	177
40	177.5
41	177.5
42	177.5
43	177.5
44	178
45	178
46	178
47	178.5
48	178.5
49	178.5
50	178.5
51	179.5
52	179.5
53	179.5
54	180
55	180
56	180
57	180
58	180.5
59	180.5
60	181
61	181
62	181
63	181.5
66	182.5
67	182.5
68	182.5
69	183.5
70	183.5
71	183.5
72	183.5
73	183.5
74	183.5
75	183.5
76	184.5
77	184.5
78	184.5
79	184.5
83	185.5
84	185.5
85	186
86	186
87	186.5
88	186.5
89	186.5
90	186.5
91	186.5
92	187
93	187.5
94	187.5
95	187.5
96	187.5
97	187.5
98	187.5
99	187.5
100	187.5
101	188
102	188
103	187
104	187.5
105	187.5
106	187
107	188
108	188
109	188
110	187
111	187.5
112	187
113	188
114	188
115	187
116	187
117	187.5
118	187
119	188
120	188
121	188
122	187
123	187.5
124	187
125	188
126	188
127	188
128	187
129	187.5
130	187
131	188
132	188
133	188
134	188
135	187
136	187.5
137	188
138	187
139	187
140	188
141	187
142	187.5
143	187
144	188
145	188
146	188
147	187
148	187.5
149	187
150	188
151	188
152	188
153	187
154	187.5
155	187.5
156	188
157	188
158	188
159	188
160	187.5
161	187.5
162	188
163	188
164	188
165	188
166	187
167	187.5
168	188.5
169	188.5
170	188.5
171	188.5
172	188.5
173	188.5
174	188.5
175	188.5
176	188.5
177	188.5
178	188.5
179	188.5
180	188.5
181	188.5
182	188.5
183	188.5
184	188
185	188.5
186	188.5
187	188.5
188	188.5
189	188.5
190	188.5
191	188.5
192	188.5
193	188.5
194	188.5
195	188.5
196	188.5
197	189
198	189
199	189
200	189
201	189.5
202	189.5
203	189.5
204	190
205	190.5
206	190.5
207	190.5
209	191
210	191.5
211	192.5
212	192.5
213	192.5
214	193.5
215	193.5
216	194.5
217	194.5
218	195.5
219	196
220	196.5
221	197.5
222	198.5
223	199.5
224	201
225	204
226	206
227	209.857
228	213.727
229	225.5
230	223
