V,C,Ah
3.022222222222222,1,0.0
3.1769833333333333,1,0.02608695652173913
3.263888888888889,1,0.05217391304347826
3.3,1,0.07826086956521738
3.3277777777777775,1,0.10434782608695652
3.3472222222222223,1,0.13043478260869565
3.3583333333333334,1,0.15652173913043477
3.3666666666666667,1,0.1826086956521739
3.3722222222222222,1,0.20869565217391303
3.3805555555555555,1,0.23478260869565215
3.388888888888889,1,0.2608695652173913
3.3916666666666666,1,0.28695652173913044
3.3944444444444444,1,0.31304347826086953
3.4,1,0.3391304347826087
3.4055555555555554,1,0.3652173913043478
3.411111111111111,1,0.391304347826087
3.4138888888888888,1,0.41739130434782606
3.4166666666666665,1,0.4434782608695652
3.4222222222222225,1,0.4695652173913043
3.425,1,0.4956521739130435
3.4277777777777776,1,0.5217391304347826
3.4333333333333336,1,0.5478260869565217
3.4333333333333336,1,0.5739130434782609
3.4388888888888887,1,0.6
3.4416666666666664,1,0.6260869565217391
3.4444444444444446,1,0.6521739130434783
3.447222222222222,1,0.6782608695652174
3.45,1,0.7043478260869565
3.4527777777777775,1,0.7304347826086957
3.4527777777777775,1,0.7565217391304347
3.4555555555555557,1,0.782608695652174
3.458333333333333,1,0.8086956521739129
3.4611111111111112,1,0.8608695652173913
3.463888888888889,1,0.8869565217391304
3.466666666666667,1,0.9130434782608695
3.466666666666667,1,0.9391304347826086
3.466666666666667,1,0.9652173913043478
3.469444444444444,1,0.991304347826087
3.469444444444444,1,1.017391304347826
3.469444444444444,1,1.0434782608695652
3.4722222222222223,1,1.0695652173913042
3.4722222222222223,1,1.0956521739130434
3.4722222222222223,1,1.1217391304347826
3.475,1,1.1478260869565218
3.475,1,1.173913043478261
3.475,1,1.2
3.475,1,1.2260869565217392
3.475,1,1.2521739130434781
3.477777777777778,1,1.2782608695652173
3.477777777777778,1,1.3043478260869565
3.477777777777778,1,1.3304347826086955
3.477777777777778,1,1.3565217391304347
3.477777777777778,1,1.3826086956521737
3.4805555555555556,1,1.408695652173913
3.4833333333333334,1,1.434782608695652
3.4833333333333334,1,1.4608695652173913
3.4833333333333334,1,1.4869565217391303
3.4833333333333334,1,1.5130434782608695
3.4833333333333334,1,1.5391304347826087
3.4833333333333334,1,1.565217391304348
3.486111111111111,1,1.591304347826087
3.486111111111111,1,1.6173913043478259
3.486111111111111,1,1.643478260869565
3.486111111111111,1,1.6695652173913043
3.488888888888889,1,1.6956521739130435
3.488888888888889,1,1.7217391304347827
3.488888888888889,1,1.7478260869565216
3.488888888888889,1,1.7739130434782608
3.488888888888889,1,1.8
3.488888888888889,1,1.826086956521739
3.488888888888889,1,1.8521739130434782
3.4944444444444445,1,1.8782608695652172
3.4944444444444445,1,1.9043478260869564
3.4944444444444445,1,1.9304347826086956
3.4944444444444445,1,1.9565217391304348
3.4944444444444445,1,1.982608695652174
3.4944444444444445,1,2.008695652173913
3.5,1,2.034782608695652
3.5,1,2.0608695652173914
3.5,1,2.0869565217391304
3.5,1,2.11304347826087
3.5,1,2.1391304347826083
3.4944444444444445,1,2.1652173913043478
3.5055555555555555,1,2.1913043478260867
3.5,1,2.217391304347826
3.5027777777777778,1,2.243478260869565
3.5,1,2.269565217391304
3.5027777777777778,1,2.2956521739130435
3.5027777777777778,1,2.3217391304347825
3.5027777777777778,1,2.347826086956522
3.5,1,2.373913043478261
3.5027777777777778,1,2.4
3.5055555555555555,1,2.426086956521739
3.5055555555555555,1,2.4521739130434783
3.5055555555555555,1,2.4782608695652173
3.5055555555555555,1,2.5043478260869563
3.5055555555555555,1,2.5304347826086953
3.5055555555555555,1,2.5565217391304347
3.5055555555555555,1,2.5826086956521737
3.5055555555555555,1,2.608695652173913
3.5055555555555555,1,2.634782608695652
3.5055555555555555,1,2.660869565217391
3.5055555555555555,1,2.6869565217391305
3.5055555555555555,1,2.7130434782608694
3.5055555555555555,1,2.739130434782609
3.5055555555555555,1,2.7652173913043474
3.5055555555555555,1,2.7913043478260873
3.5055555555555555,1,2.817391304347826
3.5055555555555555,1,2.843478260869565
3.5055555555555555,1,2.869565217391304
3.5055555555555555,1,2.895652173913043
3.5055555555555555,1,2.9217391304347826
3.5055555555555555,1,2.9478260869565216
3.5055555555555555,1,2.9739130434782606
3.5055555555555555,1,3.0
3.5055555555555555,1,3.026086956521739
3.5055555555555555,1,3.0521739130434784
3.5055555555555555,1,3.0782608695652174
3.5055555555555555,1,3.1043478260869564
3.5055555555555555,1,3.130434782608696
3.5055555555555555,1,3.1565217391304343
3.5055555555555555,1,3.182608695652174
3.5055555555555555,1,3.2086956521739127
3.5055555555555555,1,3.2347826086956517
3.5055555555555555,1,3.260869565217391
3.5055555555555555,1,3.28695652173913
3.5055555555555555,1,3.3130434782608695
3.5055555555555555,1,3.3391304347826085
3.5055555555555555,1,3.3652173913043475
3.5055555555555555,1,3.391304347826087
3.5055555555555555,1,3.417391304347826
3.5083333333333333,1,3.4434782608695653
3.511111111111111,1,3.4695652173913043
3.511111111111111,1,3.4956521739130433
3.511111111111111,1,3.5217391304347827
3.511111111111111,1,3.5478260869565217
3.511111111111111,1,3.573913043478261
3.511111111111111,1,3.6
3.511111111111111,1,3.6260869565217386
3.511111111111111,1,3.652173913043478
3.511111111111111,1,3.678260869565217
3.511111111111111,1,3.7043478260869565
3.511111111111111,1,3.7304347826086954
3.511111111111111,1,3.7565217391304344
3.511111111111111,1,3.782608695652174
3.511111111111111,1,3.808695652173913
3.511111111111111,1,3.8347826086956522
3.511111111111111,1,3.860869565217391
3.511111111111111,1,3.88695652173913
3.511111111111111,1,3.9130434782608696
3.511111111111111,1,3.9391304347826086
3.511111111111111,1,3.965217391304348
3.513888888888889,1,3.991304347826087
3.5166666666666666,1,4.017391304347826
3.5166666666666666,1,4.043478260869565
3.5166666666666666,1,4.069565217391304
3.5166666666666666,1,4.095652173913043
3.5166666666666666,1,4.121739130434783
3.5166666666666666,1,4.147826086956521
3.5166666666666666,1,4.173913043478261
3.5166666666666666,1,4.2
3.5166666666666666,1,4.22608695652174
3.5166666666666666,1,4.252173913043478
3.5194444444444444,1,4.278260869565217
3.5194444444444444,1,4.304347826086956
3.5194444444444444,1,4.3304347826086955
3.5194444444444444,1,4.356521739130435
3.5194444444444444,1,4.3826086956521735
3.5194444444444444,1,4.408695652173913
3.522222222222222,1,4.434782608695652
3.522222222222222,1,4.460869565217391
3.522222222222222,1,4.48695652173913
3.522222222222222,1,4.51304347826087
3.522222222222222,1,4.539130434782608
3.522222222222222,1,4.565217391304348
3.525,1,4.591304347826087
3.5277777777777777,1,4.6173913043478265
3.5277777777777777,1,4.643478260869565
3.5277777777777777,1,4.669565217391304
3.5277777777777777,1,4.695652173913044
3.5277777777777777,1,4.721739130434782
3.5277777777777777,1,4.747826086956522
3.5305555555555554,1,4.77391304347826
3.5305555555555554,1,4.8
3.533333333333333,1,4.826086956521739
3.533333333333333,1,4.852173913043478
3.533333333333333,1,4.878260869565217
3.533333333333333,1,4.904347826086957
3.5361111111111114,1,4.930434782608695
3.5361111111111114,1,4.956521739130435
3.5388888888888888,1,4.982608695652174
3.5388888888888888,1,5.0086956521739125
3.5388888888888888,1,5.034782608695652
3.5444444444444443,1,5.0608695652173905
3.5444444444444443,1,5.113043478260869
3.55,1,5.139130434782608
3.55,1,5.165217391304347
3.55,1,5.191304347826087
3.55,1,5.217391304347826
3.5527777777777776,1,5.243478260869565
3.5555555555555554,1,5.269565217391304
3.5583333333333336,1,5.2956521739130435
3.561111111111111,1,5.321739130434782
3.563888888888889,1,5.3478260869565215
3.5666666666666664,1,5.373913043478261
3.5694444444444446,1,5.3999999999999995
3.572222222222222,1,5.426086956521739
3.577777777777778,1,5.452173913043478
3.5805555555555557,1,5.478260869565218
3.5861111111111112,1,5.504347826086956
3.588888888888889,1,5.530434782608695
3.594444444444444,1,5.556521739130434
3.6,1,5.5826086956521745
3.602777777777778,1,5.608695652173913
3.611111111111111,1,5.634782608695652
3.6166666666666667,1,5.660869565217391
3.6222222222222222,1,5.68695652173913
3.6277777777777778,1,5.71304347826087
3.6333333333333333,1,5.739130434782608
3.6416666666666666,1,5.765217391304348
3.65,1,5.791304347826086
3.6638888888888888,1,5.817391304347825
3.675,1,5.843478260869565
3.686111111111111,1,5.869565217391305
3.7,1,5.895652173913043
3.713888888888889,1,5.921739130434782
3.716666666666667,1,5.947826086956521
3.716666666666667,1,5.9739130434782615
3.716666666666667,1,6.0782608695652165
